source_file,issuer,ticker,reporting_person,date_earliest_transaction,tenb5_1_checked,security_title,transaction_date,transaction_code,code_v_flag,shares_amount,action_A_or_D,price,owned_after,ownership_form,indirect_nature,parse_error
wk-form4_1705099343.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-01-10,False,Common Stock,2024-01-10,S,,18000.0,D,,1206731.0,I,By Trust (2),
wk-form4_1705099343.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-01-10,False,Common Stock,2024-01-10,S,,3800.0,D,542.5,1202931.0,I,By Trust (2),
wk-form4_1705099343.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-01-10,False,Common Stock,2024-01-10,S,,5000.0,D,543.5,1197931.0,I,By Trust (2),
wk-form4_1705099343.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-01-10,False,Common Stock,2024-01-10,S,,8848.0,D,545.5,1189083.0,I,By Trust (2),
wk-form4_1705099343.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-01-10,False,Common Stock,2024-01-11,S,,18500.0,D,,1170583.0,I,By Trust (2),
wk-form4_1705099343.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-01-10,False,Common Stock,,,,,,,1725195.0,I,By the Envy Trust (4),
wk-form4_1705099343.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-01-10,False,Common Stock,,,,,,,1291853.0,D,,
wk-form4_1705444387.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-01-12,False,Common Stock,2024-01-12,S,,36000.0,D,,1134583.0,I,By Trust (2),
wk-form4_1705444387.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-01-12,False,Common Stock,,,,,,,1725195.0,I,By the Envy Trust (3),
wk-form4_1705444387.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-01-12,False,Common Stock,,,,,,,1291853.0,D,,
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2023-06-29,G,V,119724.0,D,0.0,18860.0,D,,
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2023-06-29,G,V,119724.0,A,0.0,796120.0,I,H.C. Jones Living Trust (1),
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2024-02-23,S,,2909.0,D,,793211.0,I,H.C. Jones Living Trust (1),
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2024-02-23,S,,1861.0,D,,791350.0,I,H.C. Jones Living Trust (1),
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2024-02-23,S,,4945.0,D,,786405.0,I,H.C. Jones Living Trust (1),
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2024-02-23,S,,1404.0,D,,785001.0,I,H.C. Jones Living Trust (1),
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2024-02-23,S,,1835.0,D,,783166.0,I,H.C. Jones Living Trust (1),
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2024-02-23,S,,900.0,D,,782266.0,I,H.C. Jones Living Trust (1),
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2024-02-23,S,,900.0,D,,781366.0,I,H.C. Jones Living Trust (1),
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2024-02-23,S,,400.0,D,,780966.0,I,H.C. Jones Living Trust (1),
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2024-02-23,S,,1500.0,D,,779466.0,I,H.C. Jones Living Trust (1),
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2024-02-23,S,,1317.0,D,,778149.0,I,H.C. Jones Living Trust (1),
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2024-02-23,S,,8960.0,D,,769189.0,I,H.C. Jones Living Trust (1),
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2024-02-23,S,,16290.0,D,,752899.0,I,H.C. Jones Living Trust (1),
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2024-02-23,S,,11185.0,D,,741714.0,I,H.C. Jones Living Trust (1),
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2024-02-23,S,,5282.0,D,,736432.0,I,H.C. Jones Living Trust (1),
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2024-02-23,S,,2854.0,D,,733578.0,I,H.C. Jones Living Trust (1),
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2024-02-23,S,,1958.0,D,,731620.0,I,H.C. Jones Living Trust (1),
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2024-02-23,S,,400.0,D,,731220.0,I,H.C. Jones Living Trust (1),
wk-form4_1709071330.xml,NVIDIA CORP,NVDA,JONES HARVEY C,2024-02-23,False,Common Stock,2024-02-23,S,,100.0,D,823.72,731120.0,I,H.C. Jones Living Trust (1),
wk-form4_1709071452.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2023-12-13,False,Common Stock,2023-08-28,G,V,10132.0,D,0.0,0.0,I,By Trust (1),
wk-form4_1709071452.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2023-12-13,False,Common Stock,2023-08-28,G,V,10132.0,A,0.0,21816.0,D,,
wk-form4_1709071452.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2023-12-13,False,Common Stock,2023-12-13,S,,4250.0,D,481.9877,17566.0,D,,
wk-form4_1709071452.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2023-12-13,False,Common Stock,2024-02-23,S,,4000.0,D,800.0,13566.0,D,,
wk-form4_1709071584.xml,NVIDIA CORP,NVDA,PERRY MARK L,2024-02-23,False,Common Stock,2024-02-23,S,,15000.0,D,,123000.0,I,By Trust (2),
wk-form4_1709071584.xml,NVIDIA CORP,NVDA,PERRY MARK L,2024-02-23,False,Common Stock,,,,,,,1000.0,I,The Zoe Blue Perry 2020 Irrevocable Trust (3),
wk-form4_1709071584.xml,NVIDIA CORP,NVDA,PERRY MARK L,2024-02-23,False,Common Stock,,,,,,,1000.0,I,The Taylor William Perry 2023 Irrevocable Trust (4),
wk-form4_1709071584.xml,NVIDIA CORP,NVDA,PERRY MARK L,2024-02-23,False,Common Stock,,,,,,,13612.0,D,,
wk-form4_1709071698.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-02-23,False,Common Stock,2024-02-23,S,,5000.0,D,,1129583.0,I,By Trust (2),
wk-form4_1709071698.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-02-23,False,Common Stock,2024-02-23,S,,5000.0,D,800.0,1124583.0,I,By Trust (2),
wk-form4_1709071698.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-02-23,False,Common Stock,2024-02-26,S,,5000.0,D,,1119583.0,I,By Trust (2),
wk-form4_1709071698.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-02-23,False,Common Stock,,,,,,,1725195.0,I,By the Envy Trust (4),
wk-form4_1709071698.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-02-23,False,Common Stock,,,,,,,1291853.0,D,,
wk-form4_1709768756.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-03-04,False,Common Stock,2024-03-04,S,,6000.0,D,,1113583.0,I,By Trust (2),
wk-form4_1709768756.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-03-04,False,Common Stock,2024-03-04,S,,6000.0,D,,1107583.0,I,By Trust (2),
wk-form4_1709768756.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-03-04,False,Common Stock,,,,,,,1725195.0,I,By the Envy Trust (4),
wk-form4_1709768756.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-03-04,False,Common Stock,,,,,,,1291853.0,D,,
wk-form4_1709772814.xml,NVIDIA CORP,NVDA,Drell Persis,2024-03-05,False,Common Stock,2024-03-05,S,,5000.0,D,845.128,2106.0,I,The Welch-Drell 2009 Revocable Trust (1),
wk-form4_1709772814.xml,NVIDIA CORP,NVDA,Drell Persis,2024-03-05,False,Common Stock,,,,,,,68.0,I,Cornelia I Welch,
wk-form4_1709772814.xml,NVIDIA CORP,NVDA,Drell Persis,2024-03-05,False,Common Stock,,,,,,,68.0,I,Joseph Welch,
wk-form4_1709772814.xml,NVIDIA CORP,NVDA,Drell Persis,2024-03-05,False,Common Stock,,,,,,,68.0,I,Rose I Welch,
wk-form4_1709772814.xml,NVIDIA CORP,NVDA,Drell Persis,2024-03-05,False,Common Stock,,,,,,,26518.0,D,,
wk-form4_1709931955.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-03-06,False,Common Stock,2024-03-06,A,,,A,,8117692.0,D,,
wk-form4_1709931955.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-03-06,False,Common Stock,2024-03-06,A,,,A,,,D,,
wk-form4_1709931955.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-03-06,False,Common Stock,,,,,,,60480828.0,I,By Trust (5),
wk-form4_1709931955.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-03-06,False,Common Stock,,,,,,,4948956.0,I,By Partnership (6),
wk-form4_1709931955.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-03-06,False,Common Stock,,,,,,,2228000.0,I,By Irrevocable Trust (7),
wk-form4_1709931955.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-03-06,False,Common Stock,,,,,,,5007800.0,I,By Irrevocable Remainder Trust (8),
wk-form4_1709931955.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-03-06,False,Common Stock,,,,,,,2969628.0,I,The Jen-Hsun Huang 2016 Annuity Trust II Agreement,
wk-form4_1709931955.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-03-06,False,Common Stock,,,,,,,2969628.0,I,The Lori Lynn Huang 2016 Annuity Trust II Agreement,
wk-form4_1709932066.xml,NVIDIA CORP,NVDA,Kress Colette,2024-03-06,False,Common,2024-03-06,A,,,A,,549794.0,D,,
wk-form4_1709932066.xml,NVIDIA CORP,NVDA,Kress Colette,2024-03-06,False,Common,2024-03-06,A,,,A,,,D,,
wk-form4_1709932066.xml,NVIDIA CORP,NVDA,Kress Colette,2024-03-06,False,Common,,,,,,,76768.0,I,By Limited Liability Company (5),
wk-form4_1709932066.xml,NVIDIA CORP,NVDA,Kress Colette,2024-03-06,False,Common,,,,,,,400.0,I,By immediate family member 1,
wk-form4_1709932066.xml,NVIDIA CORP,NVDA,Kress Colette,2024-03-06,False,Common,,,,,,,400.0,I,By immediate family member 2,
wk-form4_1709932167.xml,NVIDIA CORP,NVDA,Puri Ajay K,2024-03-06,False,Common Stock,2024-03-06,A,,,A,,154325.0,D,,
wk-form4_1709932167.xml,NVIDIA CORP,NVDA,Puri Ajay K,2024-03-06,False,Common Stock,2024-03-06,A,,,A,,,D,,
wk-form4_1709932167.xml,NVIDIA CORP,NVDA,Puri Ajay K,2024-03-06,False,Common Stock,,,,,,,358148.0,I,By Trust (5),
wk-form4_1709932167.xml,NVIDIA CORP,NVDA,Puri Ajay K,2024-03-06,False,Common Stock,,,,,,,4636.0,I,By Children's Trust (6),
wk-form4_1709932311.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-03-06,False,Common Stock,2024-01-09,G,V,636.0,D,,189009.0,D,,
wk-form4_1709932311.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-03-06,False,Common Stock,2024-01-09,G,V,636.0,A,,48996.0,I,By Trust (2),
wk-form4_1709932311.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-03-06,False,Common Stock,2024-02-01,G,V,136367.0,D,,52642.0,D,,
wk-form4_1709932311.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-03-06,False,Common Stock,2024-02-01,G,V,136367.0,A,,185363.0,I,By Trust (2),
wk-form4_1709932311.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-03-06,False,Common Stock,2024-03-06,A,,,A,,108812.0,D,,
wk-form4_1709932311.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-03-06,False,Common Stock,2024-03-06,A,,,A,,,D,,
wk-form4_1709932399.xml,NVIDIA CORP,NVDA,Teter Timothy S.,2024-03-06,False,Common Stock,2024-03-06,A,,,A,,105908.0,D,,
wk-form4_1709932399.xml,NVIDIA CORP,NVDA,Teter Timothy S.,2024-03-06,False,Common Stock,2024-03-06,A,,,A,,,D,,
wk-form4_1709932399.xml,NVIDIA CORP,NVDA,Teter Timothy S.,2024-03-06,False,Common Stock,,,,,,,216767.0,I,"The Horne Teter Family Living Trust, dated February 1, 2019 (5)",
wk-form4_1710190550.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-03-07,False,Common Stock,2024-03-07,S,,21600.0,D,,1085983.0,I,By Trust (2),
wk-form4_1710190550.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-03-07,False,Common Stock,2024-03-07,S,,150.0,D,924.4875,1085833.0,I,By Trust (2),
wk-form4_1710190550.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-03-07,False,Common Stock,,,,,,,1725195.0,I,By the Envy Trust (3),
wk-form4_1710190550.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-03-07,False,Common Stock,,,,,,,1291853.0,D,,
wk-form4_1710275594.xml,NVIDIA CORP,NVDA,Kress Colette,2024-03-08,False,Common,2024-03-08,A,,,A,,565580.0,D,,
wk-form4_1710275594.xml,NVIDIA CORP,NVDA,Kress Colette,2024-03-08,False,Common,,,,,,,76768.0,I,By Limited Liability Company (3),
wk-form4_1710275594.xml,NVIDIA CORP,NVDA,Kress Colette,2024-03-08,False,Common,,,,,,,400.0,I,By immediate family member 1,
wk-form4_1710275594.xml,NVIDIA CORP,NVDA,Kress Colette,2024-03-08,False,Common,,,,,,,400.0,I,By immediate family member 2,
wk-form4_1710275685.xml,NVIDIA CORP,NVDA,Puri Ajay K,2024-03-08,False,Common Stock,2024-03-08,A,,,A,,169617.0,D,,
wk-form4_1710275685.xml,NVIDIA CORP,NVDA,Puri Ajay K,2024-03-08,False,Common Stock,,,,,,,358148.0,I,By Trust (3),
wk-form4_1710275685.xml,NVIDIA CORP,NVDA,Puri Ajay K,2024-03-08,False,Common Stock,,,,,,,4636.0,I,By Children's Trust (4),
wk-form4_1710275762.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-03-08,False,Common Stock,2024-03-08,A,,,A,,122362.0,D,,
wk-form4_1710275762.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-03-08,False,Common Stock,,,,,,,185363.0,I,By Trust (3),
wk-form4_1710275825.xml,NVIDIA CORP,NVDA,Teter Timothy S.,2024-03-08,False,Common Stock,2024-03-08,A,,,A,,119458.0,D,,
wk-form4_1710275825.xml,NVIDIA CORP,NVDA,Teter Timothy S.,2024-03-08,False,Common Stock,,,,,,,216767.0,I,"The Horne Teter Family Living Trust, dated February 1, 2019 (3)",
wk-form4_1711139113.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-03-20,False,Common Stock,2024-03-19,J (1),V,1200.0,D,,2968428.0,I,The Lori Lynn Huang 2016 Annuity Trust II Agreement,
wk-form4_1711139113.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-03-20,False,Common Stock,2024-03-19,J (1),V,1200.0,D,,2968428.0,I,The Jen-Hsun Huang 2016 Annuity Trust II Agreement,
wk-form4_1711139113.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-03-20,False,Common Stock,2024-03-19,J (1),V,2400.0,A,,60483228.0,I,By Trust (2),
wk-form4_1711139113.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-03-20,False,Common Stock,2024-03-20,F,,,D,903.72,,D,,
wk-form4_1711139113.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-03-20,False,Common Stock,,,,,,,4948956.0,I,By Partnership (5),
wk-form4_1711139113.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-03-20,False,Common Stock,,,,,,,2228000.0,I,By Irrevocable Trust (6),
wk-form4_1711139113.xml,NVIDIA CORP,NVDA,HUANG JEN HSUN,2024-03-20,False,Common Stock,,,,,,,5007800.0,I,By Irrevocable Remainder Trust (7),
wk-form4_1711139173.xml,NVIDIA CORP,NVDA,Kress Colette,2024-03-20,False,Common,2024-03-20,F,,,D,903.72,,D,,
wk-form4_1711139173.xml,NVIDIA CORP,NVDA,Kress Colette,2024-03-20,False,Common,,,,,,,76768.0,I,By Limited Liability Company (3),
wk-form4_1711139173.xml,NVIDIA CORP,NVDA,Kress Colette,2024-03-20,False,Common,,,,,,,400.0,I,By immediate family member 1,
wk-form4_1711139173.xml,NVIDIA CORP,NVDA,Kress Colette,2024-03-20,False,Common,,,,,,,400.0,I,By immediate family member 2,
wk-form4_1711139214.xml,NVIDIA CORP,NVDA,Puri Ajay K,2024-03-20,False,Common Stock,2024-03-20,F,,,D,903.72,,D,,
wk-form4_1711139214.xml,NVIDIA CORP,NVDA,Puri Ajay K,2024-03-20,False,Common Stock,,,,,,,358148.0,I,By Trust (3),
wk-form4_1711139214.xml,NVIDIA CORP,NVDA,Puri Ajay K,2024-03-20,False,Common Stock,,,,,,,4636.0,I,By Children's Trust (4),
wk-form4_1711139250.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-03-20,False,Common Stock,2024-03-20,F,,,D,903.72,,D,,
wk-form4_1711139250.xml,NVIDIA CORP,NVDA,Shoquist Debora,2024-03-20,False,Common Stock,,,,,,,185363.0,I,By Trust (3),
wk-form4_1711139282.xml,NVIDIA CORP,NVDA,Teter Timothy S.,2024-03-20,False,Common Stock,2024-03-20,F,,,D,903.72,,D,,
wk-form4_1711139282.xml,NVIDIA CORP,NVDA,Teter Timothy S.,2024-03-20,False,Common Stock,,,,,,,216767.0,I,"The Horne Teter Family Living Trust, dated February 1, 2019 (3)",
wk-form4_1711139319.xml,NVIDIA CORP,NVDA,Robertson Donald F Jr,2024-03-20,False,Common Stock,2024-03-20,F,,,D,903.72,,D,,
wk-form4_1711492719.xml,NVIDIA CORP,NVDA,Robertson Donald F Jr,2024-03-22,True,Common Stock,2024-03-22,S (1),,450.0,D,911.62,49815.0,D,,
wk-form4_1711573568.xml,NVIDIA CORP,NVDA,Dabiri John,2024-03-25,True,Common,2024-03-25,S (1),,128.0,D,940.0,2055.0,D,,
wk-form4_1712005372.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-03-28,False,Common Stock,2024-03-28,S,,11000.0,D,,1074833.0,I,By Trust (2),
wk-form4_1712005372.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-03-28,False,Common Stock,,,,,,,1725195.0,I,By the Envy Trust (3),
wk-form4_1712005372.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-03-28,False,Common Stock,,,,,,,1291853.0,D,,
wk-form4_1712176010.xml,NVIDIA CORP,NVDA,PERRY MARK L,2024-04-02,False,Common Stock,2024-04-02,S,,7000.0,D,,116000.0,I,By Trust (2),
wk-form4_1712176010.xml,NVIDIA CORP,NVDA,PERRY MARK L,2024-04-02,False,Common Stock,,,,,,,1000.0,I,The Zoe Blue Perry 2020 Irrevocable Trust (3),
wk-form4_1712176010.xml,NVIDIA CORP,NVDA,PERRY MARK L,2024-04-02,False,Common Stock,,,,,,,1000.0,I,The Taylor William Perry 2023 Irrevocable Trust (4),
wk-form4_1712176010.xml,NVIDIA CORP,NVDA,PERRY MARK L,2024-04-02,False,Common Stock,,,,,,,13612.0,D,,
wk-form4_1712694633.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-04-05,False,Common Stock,2024-04-05,S,,5500.0,D,877.0,1069333.0,I,By Trust (1),
wk-form4_1712694633.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-04-05,False,Common Stock,2024-04-05,S,,5700.0,D,878.0,1063633.0,I,By Trust (1),
wk-form4_1712694633.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-04-05,False,Common Stock,2024-04-05,S,,11500.0,D,,1052133.0,I,By Trust (1),
wk-form4_1712694633.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-04-05,False,Common Stock,,,,,,,1725195.0,I,By the Envy Trust (3),
wk-form4_1712694633.xml,NVIDIA CORP,NVDA,STEVENS MARK A,2024-04-05,False,Common Stock,,,,,,,1291853.0,D,,
wk-form4_1712783358.xml,NVIDIA CORP,NVDA,Robertson Donald F Jr,2024-04-08,False,Common Stock,2024-04-08,A,,,A,,50145.0,D,,
wk-form4_1712783358.xml,NVIDIA CORP,NVDA,Robertson Donald F Jr,2024-04-08,False,Common Stock,2024-04-08,A,,,A,,51482.0,D,,
wk-form4_1717013529.xml,NVIDIA CORP,NVDA,Dabiri John,2024-05-24,True,Common,2024-05-24,S (1),,198.0,D,1043.95,1857.0,D,,
wk-form4_1717013584.xml,NVIDIA CORP,NVDA,HUDSON DAWN E,2024-05-24,False,Common Stock,2024-05-24,S,,9703.0,D,,60797.0,D,,
wk-form4_1717013584.xml,NVIDIA CORP,NVDA,HUDSON DAWN E,2024-05-24,False,Common Stock,2024-05-24,S,,1446.0,D,,59351.0,D,,
wk-form4_1717013584.xml,NVIDIA CORP,NVDA,HUDSON DAWN E,2024-05-24,False,Common Stock,2024-05-24,S,,3851.0,D,,55500.0,D,,
wk-form4_1717013584.xml,NVIDIA CORP,NVDA,HUDSON DAWN E,2024-05-24,False,Common Stock,2024-05-28,S,,5000.0,D,,50500.0,D,,
wk-form4_1717100828.xml,NVIDIA CORP,NVDA,SEAWELL A BROOKE,2024-05-28,False,Common Stock,2024-05-28,S,,1438.0,D,1117.72,650.0,D,,
wk-form4_1717100828.xml,NVIDIA CORP,NVDA,SEAWELL A BROOKE,2024-05-28,False,Common Stock,,,,,,,500000.0,I,By Trust (1),
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,327.0,D,,13239.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,92.0,D,,13147.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,105.0,D,,13042.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,220.0,D,,12822.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,141.0,D,,12681.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,78.0,D,,12603.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,195.0,D,,12408.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,272.0,D,,12136.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,232.0,D,,11904.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,160.0,D,,11744.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,120.0,D,,11624.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,122.0,D,,11502.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,99.0,D,,11403.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,30.0,D,1122.81,11373.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,33.0,D,1125.14,11340.0,D,,
wk-form4_1717100932.xml,NVIDIA CORP,NVDA,MCCAFFERY MICHAEL G,2024-05-28,False,Common Stock,2024-05-28,S,,126.0,D,,11214.0,D,,
